Region,Latitude,Longitude,Soil_Type,Soil_pH,Organic_Carbon,Clay_pct,Silt_pct,Sand_pct,Avg_Temp_C,Annual_Rainfall_mm,Humidity_pct,Sunlight_hours,Irrigation_Available,Water_Source,Elevation_m,Past_Crop,Yield_kg_per_ha,Suitable_Crop,Best_Planting_Month,Growing_Duration_days
Monaragala,7.6,80.57,Clay,5.7,1.51,21.1,35.3,40,27.9,1183,64,6.3,Yes,Rainfed,78,Vegetables,4261,Paddy,May,150
Ampara,6.28,79.95,Laterite,7.1,0.9,37.4,29.6,54.8,22.5,1303,79,7.1,No,River,1317.5,Paddy,1040,Tea,October,110
Nuwara_Eliya,7.48,80.83,Laterite,7.3,1.18,44.9,41.9,25,23.8,1378,61,8.1,Yes,Well,124.3,Chilli,1511,Maize,June,150
Kandy,8.21,81.44,Laterite,7.1,0.97,35,28.6,47.1,22.9,1044,84,8.4,No,River,226.8,Chilli,1054,Chilli,April,115
Hambantota,8.16,80.92,Silty,7.3,1.6,29.8,42.1,42.9,26.7,1401,62,7.3,No,Rainfed,38.1,Groundnut,4012,Paddy,May,120
Hambantota,8.48,80.23,Laterite,6.6,1.93,42.7,22.1,39.2,21.3,1792,74,6.6,No,River,944.4,Onion,3733,Groundnut,June,110
Kandy,6.27,80.53,Clay,7.1,1.99,15.5,45.9,39.7,31.2,1811,83,8.8,Yes,Rainfed,875.6,Tea,2926,Tea,October,180
Galle,8.44,80.66,Laterite,6.3,1.29,36.9,35,48.9,24,1353,60,6,Yes,River,1480.4,Chilli,1110,Tea,October,365
Polonnaruwa,7.12,80.9,Sandy,6.8,1.03,41.7,33.2,57.5,22.6,1471,72,8.2,No,River,1331,Paddy,1811,Maize,June,90
Galle,7.46,81.24,Laterite,7.5,1.28,16.9,38.3,23.7,26,937,69,7.4,Yes,Well,619.2,Tea,1902,Chilli,April,110
Anuradhapura,9.25,79.99,Silty,6,1.8,28.5,38.7,20.8,23.3,1642,75,6.5,No,Rainfed,560.5,Maize,2875,Groundnut,June,180
Anuradhapura,5.94,81.49,Sandy,6.3,0.97,21.1,24,52.2,26.4,1345,66,5,Yes,Rainfed,448.8,Chilli,1755,Maize,June,180
Nuwara_Eliya,8.19,79.82,Clay,6.5,1.94,32,42.7,24.3,24.2,1390,62,6.8,No,Rainfed,232.8,Coconut,1070,Coconut,April,365
Jaffna,8.23,80.5,Clay,5.8,1.14,34.5,28.3,59.5,21.6,1861,76,6.1,Yes,Well,211.4,Paddy,3504,Chilli,April,100
Jaffna,7.45,79.85,Loam,5.7,1.98,24.1,47.1,44.8,23.2,1408,70,5.4,No,River,202.8,Onion,1907,Maize,June,80
Hambantota,6.82,80.55,Sandy,7.2,1.79,28.8,44.5,46,25.3,923,76,5.3,Yes,Well,175.6,Onion,2474,Chilli,April,365
Kurunegala,6.82,80.8,Loam,7.5,1.75,23.4,30.4,28,20.4,1150,65,6.4,No,River,364.6,Paddy,1272,Maize,June,80
Galle,9.35,80.77,Sandy,6.3,1.11,26.1,44.2,29.6,29.2,1423,68,7.5,Yes,Well,463.5,Chilli,3769,Groundnut,June,100
Monaragala,7.62,80.11,Sandy,5.7,0.71,19.8,30.7,46.4,27.5,1367,74,8.4,No,Well,1442.6,Vegetables,2892,Maize,June,100
Ampara,7.19,81.03,Silty,5.6,1.2,41.6,23,56.4,27.2,1846,75,5.7,Yes,Rainfed,869.8,Vegetables,4136,Chilli,April,365
Matara,7.65,79.89,Loam,7.3,1.09,15.3,48.9,59.3,26.6,1496,69,6.7,Yes,Well,1481.5,Groundnut,2633,Maize,June,80
Ratnapura,8.51,81.25,Silty,6.4,0.75,41.5,39.6,27.9,27.1,1659,67,6.6,No,River,561.8,Maize,4283,Paddy,May,150
Jaffna,6.47,81.6,Sandy,6.1,1.36,32.2,33.7,25.4,31.2,1416,67,7.1,Yes,Well,689.2,Coconut,4100,Groundnut,June,90
Ampara,7.65,80.45,Clay,6.5,1.22,24.9,31.9,22.3,20.1,1384,64,8.2,Yes,Well,490.2,Maize,2933,Chilli,April,150
Ratnapura,8.19,80.78,Sandy,6.1,1.52,36.7,29.7,54.7,20.6,1391,68,7.2,Yes,River,278.4,Maize,4255,Maize,June,80
Ampara,9.6,80.52,Silty,6.5,1.51,30.2,49.4,31.8,22.3,1352,65,8.4,Yes,Rainfed,219,Chilli,1995,Paddy,May,180
Nuwara_Eliya,6.88,79.81,Loam,7.2,0.86,30,24,20.1,22,1492,76,7.1,No,River,1417.9,Coconut,2153,Maize,June,90
Ratnapura,7.3,80.53,Loam,6.7,1.97,18.3,29.4,29,22.2,1175,74,7.4,Yes,River,1480.3,Chilli,968,Maize,June,100
Matara,7.38,81.3,Silty,6.9,0.94,26.7,34.6,33.6,28.1,1880,70,6.7,Yes,River,72.1,Chilli,2980,Vegetables,March,180
Ampara,8.26,80.93,Loam,6.2,1.28,22.2,34.3,59.6,25.5,1266,68,8.3,No,Well,229.8,Groundnut,3471,Maize,June,100
Kandy,7.29,79.99,Laterite,7,1.33,15.5,34.1,40.9,31.9,1062,66,8.7,Yes,Well,638.2,Paddy,3662,Tea,October,80
Matara,7.98,81.41,Clay,6.8,1.76,25.8,25.3,28.2,22.7,1006,73,7.6,No,River,283.6,Onion,1354,Onion,May,365
Ratnapura,8.95,80.81,Clay,5.7,0.83,17.7,24.3,33.4,23.7,915,83,8.3,Yes,River,549,Groundnut,2443,Groundnut,June,180
Matara,8.65,81.4,Clay,6.6,1.26,22.7,27.6,33.2,31.8,1365,77,5.2,No,Rainfed,198,Onion,1454,Vegetables,March,110
Ampara,7.64,80.9,Loam,6,1.52,17.8,47.4,20.8,30,1106,79,8.6,Yes,Well,687.5,Groundnut,3250,Chilli,April,180
Polonnaruwa,9.27,80.86,Loam,7.1,0.98,18,23.4,25.4,25.6,924,81,5.8,No,Well,411.2,Chilli,1384,Chilli,April,115
Ampara,8.08,80,Sandy,6.4,1.52,21,42.7,47.8,26.7,1472,69,6,No,Well,531.1,Groundnut,4145,Maize,June,100
Ampara,8.01,80.12,Sandy,7.5,1.9,45,42.7,24.8,30.1,1648,62,5.2,No,Well,146,Onion,1653,Coconut,April,80
Nuwara_Eliya,6.03,81.65,Clay,5.7,2,15.1,44.3,29.2,25.8,994,76,8.9,Yes,River,645.1,Groundnut,1878,Maize,June,115
Galle,9.75,80.23,Laterite,7.1,0.74,34.2,46.6,34,22.5,1407,65,8.4,No,River,1475,Tea,3948,Tea,October,120
Kandy,6.38,81.66,Sandy,6.8,1.01,19.2,27.9,50.3,29.9,1718,74,8.7,Yes,Rainfed,496.6,Coconut,2496,Coconut,April,110
Monaragala,6.8,80.81,Sandy,7,1.1,42.6,26.7,43.3,26.5,1984,78,8.4,No,Well,1315.3,Paddy,889,Coconut,April,150
Jaffna,6.1,80.06,Loam,6.1,1.22,17.8,34,47.6,21.8,1634,80,6.9,No,Well,1265.6,Onion,2630,Tea,October,100
Anuradhapura,8.4,79.99,Laterite,6.5,1.01,43.7,28,42.7,26.1,1169,68,8.7,No,River,1428.3,Coconut,1113,Paddy,May,150
Galle,6.78,80.2,Clay,7.1,0.96,33.3,42,47.3,25,1688,73,8.9,Yes,Rainfed,1186.2,Paddy,4446,Paddy,May,80
Anuradhapura,6.6,81.56,Sandy,6,1.94,15,39.1,20.1,30.5,1558,76,7,Yes,River,991.1,Vegetables,2976,Paddy,May,150
Nuwara_Eliya,6.25,80.59,Laterite,6,1.89,41.8,46.2,57.2,21.5,1133,80,5.7,No,Well,1285.6,Tea,1749,Tea,October,80
Kandy,6.3,80.55,Laterite,6.6,0.76,30.7,22.5,24.4,30.5,1836,79,7.6,No,Well,118.1,Chilli,2886,Chilli,April,80
Ampara,8.18,80.4,Clay,6.5,1.14,22.9,47.5,36.2,26.1,1370,85,8.9,No,Rainfed,696.9,Vegetables,1084,Paddy,May,90
Hambantota,8.58,80.08,Laterite,6.1,1.23,38,28.8,50.8,24.9,1958,60,8.5,No,River,1483.9,Onion,3760,Tea,October,90
Jaffna,7.45,80.73,Laterite,6.1,1.01,42.8,34.7,37.4,21.9,1695,71,8.4,No,Well,1155.6,Vegetables,4224,Tea,October,110
Polonnaruwa,7.77,80.05,Laterite,6.1,1.52,29.5,33.2,57.9,28.4,1609,66,8.7,No,Well,1443.3,Paddy,4035,Vegetables,March,80
Hambantota,8.58,81.39,Sandy,7,1.53,24.5,42.8,38.7,31.1,1701,63,8.6,No,Rainfed,1170.6,Paddy,2065,Coconut,April,110
Nuwara_Eliya,5.97,80.5,Clay,6.8,1.81,38.7,32.6,55,24.5,1426,83,8.1,No,Well,1312.9,Paddy,2005,Tea,October,90
Galle,7.16,80.51,Laterite,7.2,1.66,35.5,48.3,52.4,22.9,1456,85,7.9,Yes,Well,1061.3,Tea,930,Tea,October,110
Polonnaruwa,9.7,80.7,Laterite,7.5,1.41,41.7,47.1,59.2,26.7,1836,65,6.1,No,River,1142,Vegetables,3210,Tea,October,110
Matara,8.16,80.64,Sandy,6.4,1.55,35.8,46.2,57.1,29.6,1649,61,7.5,Yes,Rainfed,787.2,Coconut,2779,Paddy,May,365
Ratnapura,6.89,81.69,Clay,5.6,1.06,22.3,22.1,55.9,20,1887,67,7.1,No,Rainfed,1386.7,Tea,2500,Tea,October,365
Polonnaruwa,7.93,80.84,Loam,5.6,1.47,42.9,45.6,49.3,27.6,1880,81,8.4,Yes,Rainfed,1238.4,Paddy,4158,Groundnut,June,80
Monaragala,7.24,79.97,Sandy,6.1,1.34,18.1,43.4,34.7,27.2,1974,67,7,Yes,River,1266.6,Groundnut,1421,Vegetables,March,115
Nuwara_Eliya,7.98,80.95,Clay,7.4,0.87,23,23.1,24.2,23.8,1670,61,5.5,No,Rainfed,1011.1,Paddy,836,Tea,October,150
Kurunegala,6.39,80.09,Laterite,6.5,1.02,30.6,23.2,47.5,25.4,1453,61,5,Yes,Well,460.3,Groundnut,1071,Paddy,May,110
Ratnapura,6.42,79.86,Clay,6,1.08,32,23,59.1,23,1083,71,7.7,Yes,Rainfed,58.3,Chilli,1626,Tea,October,115
Anuradhapura,6.46,81.64,Clay,6.3,1.9,15.5,20.3,49.1,29.5,1676,83,7.2,No,Well,1403.8,Tea,923,Paddy,May,90
Jaffna,9.57,81.27,Clay,6.7,1,38.4,36.5,57.1,27.6,1221,67,6.3,No,Rainfed,881.2,Groundnut,2661,Paddy,May,100
Anuradhapura,8.76,81.66,Loam,6.8,1.08,25.8,49.2,52.2,26.4,1211,71,5.7,No,Rainfed,450.7,Tea,1962,Maize,June,150
Polonnaruwa,6.53,80.71,Clay,5.8,1.18,27.2,33.2,26.5,24.7,1162,63,6.9,Yes,River,228,Maize,1468,Paddy,May,150
Anuradhapura,6.63,80.81,Loam,7.5,1.56,39.3,36.2,30,23.5,1863,72,5.4,No,Rainfed,1245.1,Coconut,3575,Tea,October,110
Monaragala,8.75,80.12,Laterite,6.6,0.85,26.4,49,33.7,29.9,1855,77,6.3,Yes,Rainfed,1255.6,Maize,1556,Onion,May,80
Nuwara_Eliya,6.51,80.27,Loam,5.8,1.94,16.4,27.7,26.7,25.4,1594,67,6.5,No,River,1222.7,Groundnut,3344,Maize,June,80
Matara,6.81,81.39,Laterite,7.3,1.83,20.3,45.8,43.3,26,1420,67,6.9,No,Well,969.4,Maize,2092,Tea,October,110
Galle,9.66,80.48,Laterite,5.6,1.45,43.7,36.4,59,26.2,1639,81,6.9,Yes,Rainfed,552.2,Vegetables,2694,Vegetables,March,110
Jaffna,6.9,81.37,Loam,7.3,1.58,17.1,37.1,50.5,25.4,1568,60,6,Yes,Rainfed,459.6,Onion,4255,Maize,June,120
Monaragala,8.48,81.15,Sandy,7.5,0.72,25.6,30.3,36.9,23.1,1357,76,8.4,Yes,Well,17.8,Coconut,938,Maize,June,150
Monaragala,9.72,80.14,Silty,6.9,1.14,30.1,36.8,20.2,21.4,1318,70,6.4,No,River,1251.2,Groundnut,2651,Tea,October,365
Anuradhapura,7.36,80.76,Clay,7,1.73,29.8,22.2,32.5,21.2,1321,67,5.9,No,Rainfed,135.7,Chilli,3961,Onion,May,365
Anuradhapura,5.97,81.09,Silty,6.2,0.8,15.1,42.9,41.1,29.1,1548,76,5.7,No,River,948,Vegetables,2976,Paddy,May,115
Polonnaruwa,6.85,80.25,Clay,7.4,1.07,30,28.5,33,22.7,1612,81,6.3,Yes,Well,758.6,Chilli,1824,Onion,May,100
Galle,9.14,81.38,Clay,6.6,1.46,26.5,46.6,24.4,20.7,1397,74,5.3,Yes,Well,792.4,Coconut,2271,Maize,June,100
Hambantota,9.27,80.84,Laterite,7,1.03,44.2,31,37.7,29.6,1966,61,5.1,Yes,River,1390.4,Coconut,3317,Tea,October,120
Anuradhapura,8.9,80.11,Clay,7.3,1.91,19.8,24.3,30.1,21.8,992,72,7.4,Yes,Well,52.3,Groundnut,4096,Maize,June,80
Nuwara_Eliya,6.34,80.91,Clay,7.5,0.87,25.6,40.9,56.4,27.5,1282,72,7.5,No,Well,1161.2,Tea,952,Paddy,May,150
Kurunegala,9,81.7,Loam,7.2,1.74,27.6,24.9,24.1,24.1,1361,74,7.1,Yes,Rainfed,82.8,Onion,1065,Maize,June,100
Jaffna,9.48,80.09,Silty,6.1,1.36,26.7,42.6,22,21.5,919,77,8,Yes,River,62,Groundnut,2003,Groundnut,June,115
Ampara,8.24,81.35,Loam,7.4,1.68,35,49,20.2,25,1301,60,5.2,No,Rainfed,647.6,Vegetables,1661,Maize,June,150
Anuradhapura,9.57,80.19,Clay,6.8,1.1,21.5,43.4,33.1,20.2,1201,73,8.7,No,River,99.3,Tea,1780,Chilli,April,150
Nuwara_Eliya,9.12,81.29,Laterite,7.4,1.37,21.6,20.7,46.4,30.1,1457,75,5.4,Yes,Rainfed,1184.8,Tea,1619,Chilli,April,365
Nuwara_Eliya,8.5,81.2,Loam,6.9,1.81,36.9,38,49.2,26.2,1270,69,7.7,Yes,Well,796.7,Tea,1525,Maize,June,80
Jaffna,8.15,80.37,Loam,6.1,1.31,30,40.9,38.1,21.7,1699,77,5.5,Yes,River,48.4,Groundnut,1283,Vegetables,March,100
Hambantota,7.26,80.42,Sandy,6.2,1.17,27.5,44.8,47.4,22.8,1461,66,8.5,Yes,River,65.5,Paddy,4256,Maize,June,365
Nuwara_Eliya,6.52,81.31,Clay,6.6,1.4,20.1,21.7,34.4,25.4,1043,68,7,Yes,River,920.9,Paddy,1334,Paddy,May,180
Kurunegala,8.26,80.68,Laterite,7.1,1.63,20.6,34.4,46.7,22.3,1725,84,5.3,Yes,River,1210.1,Chilli,1556,Tea,October,90
Nuwara_Eliya,7.14,81.19,Loam,6.1,1.28,15.3,36.1,21.6,23.2,1009,69,7.5,No,Well,659.5,Paddy,1711,Maize,June,180
Nuwara_Eliya,9.28,80.08,Loam,6.7,1.92,17.7,25.1,35.6,26.4,1823,69,5,No,Well,834.1,Paddy,4252,Vegetables,March,180
Nuwara_Eliya,9.77,81.42,Laterite,6.2,1.08,31.7,29.7,51.6,30,1925,75,8.1,No,Well,1200.7,Tea,3596,Vegetables,March,90
Matara,8.83,81.15,Clay,7.1,1.32,41.8,33.2,52.1,24.8,1255,84,7.6,No,Rainfed,917.7,Tea,3722,Onion,May,180
Matara,6.25,81.52,Sandy,6.4,1.68,23.6,45,48.6,28.6,1919,85,5.9,Yes,Well,341,Coconut,1188,Paddy,May,100
Hambantota,7.03,80.05,Loam,5.7,1.6,24.8,47.9,28.2,30.5,1772,74,6.5,Yes,Rainfed,921.5,Tea,3894,Coconut,April,150
Anuradhapura,6.33,80.93,Sandy,5.8,1.82,18.5,38.9,29.9,22.6,1915,60,5,Yes,Rainfed,944.3,Groundnut,2310,Tea,October,365
Nuwara_Eliya,8.44,80.94,Silty,5.6,2,26.7,31.8,59.8,29.7,1633,83,7.8,Yes,Well,1102.5,Coconut,1772,Paddy,May,110
Galle,8.88,80.47,Clay,6.5,1.25,16.1,27.6,24.1,29.1,1159,74,6.3,No,Well,933.2,Onion,2930,Paddy,May,120
Anuradhapura,9.51,80.67,Silty,5.7,0.84,42.5,49.5,27.2,24.3,1884,69,7.3,Yes,Well,1454,Coconut,3842,Tea,October,365
Hambantota,7.61,79.87,Silty,5.7,0.74,35.2,49.5,25.2,31.9,1103,81,8.8,Yes,Rainfed,299.9,Vegetables,3681,Paddy,May,115
Kandy,9.42,81.22,Silty,7.4,1.64,44.7,47.7,33.1,23.2,1134,70,6.2,Yes,River,1426.9,Paddy,4093,Tea,October,80
Anuradhapura,9.32,80.84,Clay,7.2,1.84,41.5,43.6,28.4,23.1,1198,61,9,Yes,Well,809.8,Vegetables,4234,Tea,October,100
Anuradhapura,7.14,79.91,Clay,6.4,0.99,29.2,29.8,39.9,29.3,1235,81,7.5,No,Rainfed,1009.6,Tea,1681,Paddy,May,365
Ratnapura,9.29,81.09,Laterite,7.5,0.91,30.6,44.5,39,25.2,1466,74,6,Yes,Rainfed,153.7,Paddy,2368,Vegetables,March,100
Polonnaruwa,7.37,80.69,Sandy,5.5,0.78,20.7,32.3,56.1,24,1685,68,6.7,No,Well,574,Tea,854,Paddy,May,90
Ampara,7.06,79.87,Sandy,6.7,1.77,28.9,29.8,21.4,22.1,1919,66,8,Yes,Rainfed,1155.2,Paddy,4053,Tea,October,110
Ratnapura,8.43,81.64,Laterite,6.7,1.1,42.1,42.3,32.8,29.2,997,75,6.8,Yes,Well,1061.8,Onion,1372,Chilli,April,115
Kurunegala,7.18,81.6,Laterite,6.4,1.22,16.5,22.4,43.9,29.4,1950,65,5.3,Yes,Rainfed,65,Paddy,3987,Groundnut,June,150
Matara,8.36,80.77,Silty,6.3,1.35,40.9,21.5,44.2,26.8,1913,68,5.7,No,River,822.2,Paddy,2019,Chilli,April,150
Matara,8.28,79.98,Laterite,6.4,1.79,25.2,33.4,39.2,31.5,959,76,8.2,Yes,Rainfed,137,Groundnut,2162,Paddy,May,365
Polonnaruwa,8.1,81.23,Loam,6.3,1.55,42,33.4,52.6,23.8,1296,82,7.6,Yes,Well,1493.8,Onion,945,Maize,June,180
Jaffna,7.38,80.73,Sandy,7,1.5,43.2,46.9,22.5,22.6,1794,73,7.3,Yes,River,1346.5,Vegetables,2009,Tea,October,90
Jaffna,8.04,80.37,Laterite,5.8,0.93,35.1,23.8,52.6,28.1,1573,79,5.7,No,Well,36.5,Chilli,4087,Tea,October,180
Hambantota,8.23,80.73,Loam,5.9,1.37,34.9,23.7,39.8,29.1,1757,79,8.4,No,Rainfed,1288.7,Onion,895,Coconut,April,180
Monaragala,8.03,80.79,Loam,5.9,1.63,28.6,24.4,25.4,22.7,1691,77,8.8,Yes,River,1379.5,Paddy,2303,Tea,October,115
Polonnaruwa,7.63,80.87,Loam,6,1.97,40.1,20.9,55.4,20.9,1446,66,5.2,No,River,533.6,Maize,916,Maize,June,100
Ampara,5.96,80.64,Loam,6.6,0.96,43.8,22.2,46,29.7,945,82,5.3,Yes,Rainfed,1080.7,Maize,2172,Chilli,April,365
Anuradhapura,8.19,80.95,Silty,5.7,0.71,38.3,39.8,26.5,31.7,1543,71,8.5,Yes,River,665.9,Maize,1439,Coconut,April,150
Jaffna,6.56,81.55,Loam,7.2,0.8,33.7,32.9,21.3,27.7,953,61,8.3,No,River,984.6,Groundnut,1733,Chilli,April,80
Ampara,8.41,80.49,Silty,6.1,1.19,33.2,42.9,25.6,23.3,1564,66,7.5,Yes,River,513.8,Coconut,4047,Groundnut,June,180
Nuwara_Eliya,8.86,81.18,Silty,5.8,1.77,40.5,49.8,44.4,32,1780,79,8.8,Yes,Well,487.2,Vegetables,2413,Tea,October,115
Monaragala,7.85,81.5,Loam,6.9,0.71,31.2,39.8,27.2,30.7,1543,62,7.6,No,Well,639.5,Paddy,1813,Coconut,April,120
Galle,8.02,80.67,Sandy,5.6,1.29,39.1,21.5,29,26.2,1997,64,5.9,No,River,222.6,Onion,2981,Paddy,May,365
Anuradhapura,9.61,80.64,Loam,6.7,1.13,30.3,23.1,21,29.9,1401,77,7.9,No,Rainfed,1247.6,Maize,1326,Groundnut,June,180
Kurunegala,9.2,80.94,Loam,6.9,0.77,16.9,46.4,48.9,29.8,1724,82,7.6,No,Rainfed,526.3,Groundnut,1760,Coconut,April,100
Nuwara_Eliya,9.47,80.92,Loam,5.9,1.29,26.5,35.8,52.4,31.2,1634,76,8.9,Yes,Well,603.2,Coconut,2821,Coconut,April,115
Nuwara_Eliya,9.07,81.33,Sandy,5.6,1.03,28.3,44.7,51.9,30.1,1991,66,5.9,Yes,Rainfed,1341.6,Vegetables,1679,Tea,October,110
Polonnaruwa,6.32,80.71,Clay,6.2,1.16,19.2,45.7,25.1,27.7,1685,61,7.4,Yes,River,747.5,Maize,3313,Paddy,May,80
Monaragala,6.48,81.69,Clay,5.7,1.62,18.1,47.8,56.1,27.3,1080,75,8.1,Yes,Rainfed,818.7,Tea,2619,Paddy,May,115
Hambantota,7.95,79.91,Silty,5.7,1.38,31.1,48.5,46.9,25.6,1951,61,6.4,Yes,Well,1435,Chilli,3656,Vegetables,March,150
Kurunegala,6.86,79.81,Silty,6,0.86,17.6,36.6,55.9,27.5,1635,75,6.5,Yes,Well,1330.7,Paddy,4309,Paddy,May,80
Jaffna,7.76,81.02,Sandy,6.1,1.95,24.1,30.2,37.9,29.5,965,66,8.6,Yes,River,258.4,Chilli,1228,Chilli,April,110
Ampara,7.44,80.37,Laterite,6.6,1.53,37.3,48.9,37.5,31.6,1623,83,6.6,Yes,Well,712.5,Chilli,2038,Maize,June,120
Polonnaruwa,8.04,80.26,Clay,6.9,1.7,43.9,36.4,51.4,25.6,1871,72,7.5,No,Well,1457.1,Tea,1982,Tea,October,365
Jaffna,8.81,80.39,Silty,6.7,0.8,36.5,21.9,23.7,26.9,1535,66,8.6,Yes,Well,561.7,Tea,1359,Paddy,May,180
Polonnaruwa,8.69,80.29,Clay,5.8,0.76,44.8,39.3,40.8,25.3,1289,81,5.8,Yes,Rainfed,560.5,Tea,3798,Paddy,May,90
Polonnaruwa,7.93,79.86,Sandy,5.8,0.73,36,37.6,53.5,28,1803,66,8.9,Yes,Well,296.6,Coconut,3612,Chilli,April,100
Polonnaruwa,9.11,81.65,Sandy,7.3,0.95,23.8,46.9,53.2,27.6,1761,68,7.8,Yes,Rainfed,175.9,Maize,2592,Onion,May,115
Monaragala,7.58,80.22,Laterite,6.6,1.24,35.2,39.6,58.2,20.2,1499,81,7,Yes,Well,1111.8,Onion,2790,Tea,October,150
Hambantota,9.4,81.19,Laterite,7.2,1.92,36.1,30.5,47.9,26.5,1070,68,6.7,No,Well,1156.2,Paddy,1020,Chilli,April,100
Polonnaruwa,6.18,81.25,Sandy,6.2,1.29,26.2,49,28.3,21.1,1176,70,8.8,No,Rainfed,1453.7,Tea,2855,Maize,June,150
Kandy,9.62,81.57,Silty,6.7,1.08,15.5,44,20.8,20.3,1712,69,5.8,No,Rainfed,1161.3,Groundnut,3728,Tea,October,115
Galle,8.45,79.86,Clay,6.5,1.43,36.1,38.9,39.2,29.5,1787,63,6.2,Yes,River,368.8,Vegetables,2923,Paddy,May,120
Jaffna,7.38,81.46,Loam,6.1,0.85,15.7,28.8,40.5,23.1,1207,61,6.2,Yes,River,65,Paddy,1782,Maize,June,120
Anuradhapura,6.67,80.8,Laterite,6.4,1.49,33.9,31.2,29.6,24.1,1305,78,6.2,Yes,Rainfed,1478.2,Vegetables,3270,Tea,October,110
Ratnapura,7.77,81,Loam,6.5,1.44,19.9,40.1,25,20.8,985,76,6.9,Yes,Well,514,Onion,2138,Chilli,April,180
Ampara,6.66,81.02,Silty,5.9,1.73,32,22.2,43.4,22.2,1685,67,9,No,River,471.4,Paddy,2816,Maize,June,365
Kurunegala,6.55,81.36,Laterite,6.1,1.98,30.1,27.7,50.6,29.2,904,67,8.6,No,Rainfed,1359.4,Paddy,2604,Groundnut,June,90
Matara,8.31,80.43,Loam,7.1,1.03,15.4,41.4,59.7,25.9,951,84,6.3,Yes,Rainfed,879.7,Tea,2210,Chilli,April,365
Hambantota,7.94,81.19,Silty,7.3,1.36,25.9,34.4,50.3,30.6,905,85,6.7,Yes,Well,326.2,Tea,3460,Tea,October,110
Anuradhapura,8.51,80.8,Clay,6.2,1.88,33,32.1,51.7,24.8,1610,72,7.7,No,Rainfed,1334.2,Maize,4070,Tea,October,120
Nuwara_Eliya,9.53,81.31,Silty,6.1,1.72,40.5,24.5,44.7,23.2,1359,80,5.1,No,River,1490.1,Onion,819,Tea,October,150
Kandy,7.98,81.68,Laterite,5.9,1.33,41.7,33.3,59.4,24.2,1227,78,8.3,No,Well,134.6,Tea,4254,Groundnut,June,110
Matara,8.17,80.18,Sandy,6.9,1.93,29.5,43.1,45.6,28.6,1904,67,8.5,No,Rainfed,1294.1,Tea,2693,Coconut,April,180
Ratnapura,6.25,81.69,Clay,6.1,0.77,36.9,27.9,54.4,26.7,1112,61,8.4,No,Rainfed,588.8,Paddy,3393,Paddy,May,180
Anuradhapura,8.7,79.97,Loam,7.5,1.91,24.5,20.2,57.8,30.9,1328,64,6.5,No,Well,788.5,Maize,3966,Groundnut,June,80
Matara,7.46,79.8,Laterite,6.2,0.77,25.3,40.1,57.2,27.2,1934,81,6.8,No,Well,1372.6,Chilli,2528,Tea,October,180
Anuradhapura,9.71,79.88,Sandy,6.3,1.41,20.8,49.2,35.3,25.9,1370,78,5,Yes,Well,1460.2,Tea,3889,Maize,June,100
Ampara,9.11,80.45,Silty,6.7,1.86,31.9,38.2,23.1,29.4,1510,77,6.6,Yes,River,396.9,Groundnut,1457,Paddy,May,115
Kandy,7.94,81,Sandy,7.1,1.04,24.4,23.6,26.9,31.4,988,63,6.8,No,River,323.2,Tea,1389,Chilli,April,180
Ratnapura,6.38,79.93,Laterite,6.4,1.31,17.5,29.6,22.4,24.3,1769,76,8.6,Yes,Rainfed,125.4,Chilli,3233,Chilli,April,120
Nuwara_Eliya,9.25,79.81,Laterite,6.3,1.12,35.6,46,24.2,23,1365,79,8.6,No,Rainfed,844.9,Paddy,4020,Onion,May,110
Polonnaruwa,9.02,81.58,Sandy,7.5,1.94,36.2,27,27.4,27.4,1781,82,8.9,Yes,Well,25.3,Onion,4102,Chilli,April,110
Jaffna,6.62,81.36,Silty,5.5,1.77,25.8,38.2,33.6,26,1179,60,8.5,No,Rainfed,620.8,Maize,3182,Paddy,May,110
Nuwara_Eliya,7.05,81.34,Sandy,7.3,1.62,17.3,32.1,41.7,31.9,1365,77,5,Yes,Rainfed,114.7,Paddy,2744,Groundnut,June,120
Polonnaruwa,8.99,81.48,Laterite,5.8,1.46,27.8,26.2,48.5,25.5,1765,60,7.6,No,Well,610.8,Onion,2026,Groundnut,June,150
Monaragala,6.62,81.13,Laterite,7.1,1.77,28.3,44.4,28.4,20.9,1971,78,5.3,Yes,River,64.7,Coconut,4426,Paddy,May,115
Monaragala,9.48,80,Loam,6.7,1.21,35.1,42.3,46.9,31.7,966,76,6.1,Yes,River,1253.6,Tea,1983,Chilli,April,180
Monaragala,7.56,80.56,Loam,6.2,1.28,24.5,39.8,48.2,30.1,1794,64,7.3,No,River,318.6,Onion,3553,Coconut,April,150
Hambantota,6.24,81.17,Clay,7.2,1.65,35.5,27.1,42.3,22.1,1231,79,7.8,No,Rainfed,495.8,Groundnut,2768,Chilli,April,180
Galle,9.08,80.33,Laterite,5.5,1.17,41.1,22.9,56.1,30.9,1506,62,7.6,No,Well,1305.7,Onion,3051,Paddy,May,110
Kurunegala,7.36,81.11,Loam,6,0.78,22.1,37.3,24.4,24.1,1219,81,5.2,Yes,River,1120.7,Coconut,2256,Maize,June,180
Kurunegala,7.95,79.85,Sandy,6.6,0.8,44.4,36.6,27.1,24.5,1575,67,5.4,Yes,Rainfed,332.5,Tea,4370,Maize,June,120
